2theta,intensity
20.49,70.48458
20.5,71.95301
20.51,70.48458
20.52,64.61086
20.53,46.98972
20.54,71.95301
20.55,58.737152
20.56,64.61086
20.57,70.48458
20.58,54.331863
20.59,55.800293
20.6,69.01615
20.61,57.268723
20.62,52.863438
20.63,51.395008
20.64,60.20558
20.65,70.48458
20.66,73.42144
20.67,57.268723
20.68,64.61086
20.69,57.268723
20.7,57.268723
20.71,60.20558
20.72,45.521294
20.73,67.54772
20.74,51.395008
20.75,60.20558
20.76,83.70044
20.77,67.54772
20.78,66.07929
20.79,76.3583
20.8,42.584435
20.81,64.61086
20.82,70.48458
20.83,57.268723
20.84,67.54772
20.85,82.23201
20.86,55.800293
20.87,57.268723
20.88,54.331863
20.89,61.674007
20.9,57.268723
20.91,63.142437
20.92,61.674007
20.93,66.07929
20.94,58.737152
20.95,48.45815
20.96,51.395008
20.97,60.20558
20.98,67.54772
20.99,52.863438
21.0,70.48458
21.01,58.737152
21.02,64.61086
21.03,66.07929
21.04,69.01615
21.05,61.674007
21.06,63.142437
21.07,63.142437
21.08,85.16887
21.09,64.61086
21.1,91.04259
21.11,93.97944
21.12,121.879585
21.13,79.29515
21.14,91.04259
21.15,108.66373
21.16,101.32159
21.17,86.6373
21.18,99.85316
21.19,71.95301
21.2,95.44787
21.21,64.61086
21.22,64.61086
21.23,64.61086
21.24,48.45815
21.25,52.863438
21.26,58.737152
21.27,61.674007
21.28,60.20558
21.29,61.674007
21.3,57.268723
21.31,67.54772
21.32,79.29515
21.33,49.92658
21.34,91.04259
21.35,55.800293
21.36,57.268723
21.37,55.800293
21.38,51.395008
21.39,42.584435
21.4,51.395008
21.41,51.395008
21.42,66.07929
21.43,45.521294
21.44,51.395008
21.45,60.20558
21.46,54.331863
21.47,49.92658
21.48,60.20558
21.49,64.61086
21.5,55.800293
21.51,49.92658
21.52,61.674007
21.53,63.142437
21.54,54.331863
21.55,64.61086
21.56,58.737152
21.57,57.268723
21.58,51.395008
21.59,71.95301
21.6,61.674007
21.61,60.20558
21.62,55.800293
21.63,51.395008
21.64,73.42144
21.65,64.61086
21.66,64.61086
21.67,64.61086
21.68,67.54772
21.69,69.01615
21.7,63.142437
21.71,69.01615
21.72,58.737152
21.73,54.331863
21.74,64.61086
21.75,66.07929
21.76,57.268723
21.77,67.54772
21.78,49.92658
21.79,66.07929
21.8,48.45815
21.81,52.863438
21.82,66.07929
21.83,63.142437
21.84,60.20558
21.85,54.331863
21.86,70.48458
21.87,58.737152
21.88,60.20558
21.89,64.61086
21.9,58.737152
21.91,51.395008
21.92,69.01615
21.93,54.331863
21.94,76.3583
21.95,80.76358
21.96,60.20558
21.97,48.45815
21.98,71.95301
21.99,61.674007
22.0,61.674007
22.01,66.07929
22.02,66.07929
22.03,67.54772
22.04,58.737152
22.05,66.07929
22.06,73.42144
22.07,63.142437
22.08,67.54772
22.09,67.54772
22.1,71.95301
22.11,63.142437
22.12,73.42144
22.13,57.268723
22.14,38.17915
22.15,66.07929
22.16,48.45815
22.17,52.863438
22.18,64.61086
22.19,66.07929
22.2,46.98972
22.21,66.07929
22.22,67.54772
22.23,64.61086
22.24,82.23201
22.25,64.61086
22.26,83.70044
22.27,69.01615
22.28,85.16887
22.29,89.57416
22.3,64.61086
22.31,71.95301
22.32,63.142437
22.33,66.07929
22.34,61.674007
22.35,71.95301
22.36,63.142437
22.37,67.54772
22.38,55.800293
22.39,63.142437
22.4,58.737152
22.41,58.737152
22.42,58.737152
22.43,64.61086
22.44,49.92658
22.45,46.98972
22.46,73.42144
22.47,49.92658
22.48,51.395008
22.49,52.863438
22.5,52.863438
22.51,60.20558
22.52,69.01615
22.53,58.737152
22.54,54.331863
22.55,92.51102
22.56,66.07929
22.57,67.54772
22.58,54.331863
22.59,69.01615
22.6,64.61086
22.61,77.82673
22.62,69.01615
22.63,58.737152
22.64,41.116005
22.65,52.863438
22.66,48.45815
22.67,63.142437
22.68,52.863438
22.69,76.3583
22.7,57.268723
22.71,71.95301
22.72,69.01615
22.73,64.61086
22.74,58.737152
22.75,55.800293
22.76,55.800293
22.77,66.07929
22.78,48.45815
22.79,49.92658
22.8,63.142437
22.81,52.863438
22.82,52.863438
22.83,57.268723
22.84,63.142437
22.85,74.88987
22.86,67.54772
22.87,71.95301
22.88,88.10573
22.89,77.82673
22.9,73.42144
22.91,98.38473
22.92,92.51102
22.93,132.15858
22.94,111.600586
22.95,132.15858
22.96,113.069016
22.97,102.790016
22.98,85.16887
22.99,108.66373
23.0,93.97944
23.01,116.005875
23.02,85.16887
23.03,70.48458
23.04,73.42144
23.05,79.29515
23.06,96.9163
23.07,74.88987
23.08,58.737152
23.09,58.737152
23.1,69.01615
23.11,49.92658
23.12,54.331863
23.13,69.01615
23.14,74.88987
23.15,48.45815
23.16,66.07929
23.17,54.331863
23.18,49.92658
23.19,70.48458
23.2,61.674007
23.21,70.48458
23.22,63.142437
23.23,41.116005
23.24,61.674007
23.25,45.521294
23.26,67.54772
23.27,51.395008
23.28,46.98972
23.29,52.863438
23.3,55.800293
23.31,63.142437
23.32,51.395008
23.33,80.76358
23.34,55.800293
23.35,64.61086
23.36,69.01615
23.37,55.800293
23.38,63.142437
23.39,60.20558
23.4,79.29515
23.41,51.395008
23.42,60.20558
23.43,51.395008
23.44,52.863438
23.45,38.17915
23.46,64.61086
23.47,69.01615
23.48,48.45815
23.49,63.142437
23.5,61.674007
23.51,57.268723
23.52,66.07929
23.53,63.142437
23.54,57.268723
23.55,60.20558
23.56,55.800293
23.57,71.95301
23.58,76.3583
23.59,69.01615
23.6,46.98972
23.61,46.98972
23.62,42.584435
23.63,55.800293
23.64,60.20558
23.65,48.45815
23.66,58.737152
23.67,76.3583
23.68,49.92658
23.69,73.42144
23.7,73.42144
23.71,52.863438
23.72,46.98972
23.73,60.20558
23.74,73.42144
23.75,70.48458
23.76,61.674007
23.77,74.88987
23.78,60.20558
23.79,83.70044
23.8,77.82673
23.81,60.20558
23.82,71.95301
23.83,66.07929
23.84,49.92658
23.85,55.800293
23.86,61.674007
23.87,39.647575
23.88,49.92658
23.89,44.052864
23.9,49.92658
23.91,54.331863
23.92,58.737152
23.93,60.20558
23.94,67.54772
23.95,49.92658
23.96,55.800293
23.97,61.674007
23.98,61.674007
23.99,79.29515
24.0,48.45815
24.01,76.3583
24.02,58.737152
24.03,61.674007
24.04,70.48458
24.05,55.800293
24.06,60.20558
24.07,71.95301
24.08,55.800293
24.09,76.3583
24.1,60.20558
24.11,38.17915
24.12,57.268723
24.13,74.88987
24.14,63.142437
24.15,71.95301
24.16,77.82673
24.17,49.92658
24.18,58.737152
24.19,77.82673
24.2,60.20558
24.21,80.76358
24.22,73.42144
24.23,73.42144
24.24,64.61086
24.25,61.674007
24.26,71.95301
24.27,63.142437
24.28,48.45815
24.29,67.54772
24.3,69.01615
24.31,69.01615
24.32,52.863438
24.33,64.61086
24.34,64.61086
24.35,67.54772
24.36,73.42144
24.37,69.01615
24.38,74.88987
24.39,60.20558
24.4,66.07929
24.41,57.268723
24.42,73.42144
24.43,60.20558
24.44,67.54772
24.45,64.61086
24.46,66.07929
24.47,80.76358
24.48,60.20558
24.49,79.29515
24.5,71.95301
24.51,55.800293
24.52,83.70044
24.53,79.29515
24.54,82.23201
24.55,73.42144
24.56,77.82673
24.57,64.61086
24.58,69.01615
24.59,64.61086
24.6,76.3583
24.61,74.88987
24.62,63.142437
24.63,76.3583
24.64,82.23201
24.65,80.76358
24.66,70.48458
24.67,64.61086
24.68,102.790016
24.69,66.07929
24.7,71.95301
24.71,76.3583
24.72,80.76358
24.73,74.88987
24.74,83.70044
24.75,95.44787
24.76,105.726875
24.77,83.70044
24.78,88.10573
24.79,76.3583
24.8,98.38473
24.81,98.38473
24.82,70.48458
24.83,95.44787
24.84,101.32159
24.85,91.04259
24.86,96.9163
24.87,101.32159
24.88,71.95301
24.89,79.29515
24.9,85.16887
24.91,93.97944
24.92,86.6373
24.93,76.3583
24.94,104.258446
24.95,79.29515
24.96,82.23201
24.97,93.97944
24.98,89.57416
24.99,89.57416
25.0,73.42144
25.01,91.04259
25.02,101.32159
25.03,71.95301
25.04,74.88987
25.05,55.800293
25.06,89.57416
25.07,86.6373
25.08,91.04259
25.09,86.6373
25.1,92.51102
25.11,93.97944
25.12,69.01615
25.13,73.42144
25.14,82.23201
25.15,91.04259
25.16,79.29515
25.17,69.01615
25.18,82.23201
25.19,66.07929
25.2,71.95301
25.21,64.61086
25.22,92.51102
25.23,73.42144
25.24,71.95301
25.25,82.23201
25.26,79.29515
25.27,64.61086
25.28,93.97944
25.29,70.48458
25.3,77.82673
25.31,74.88987
25.32,74.88987
25.33,70.48458
25.34,91.04259
25.35,80.76358
25.36,82.23201
25.37,66.07929
25.38,54.331863
25.39,76.3583
25.4,69.01615
25.41,71.95301
25.42,89.57416
25.43,85.16887
25.44,93.97944
25.45,91.04259
25.46,63.142437
25.47,92.51102
25.48,76.3583
25.49,39.647575
25.5,66.07929
25.51,92.51102
25.52,61.674007
25.53,67.54772
25.54,88.10573
25.55,64.61086
25.56,69.01615
25.57,77.82673
25.58,79.29515
25.59,61.674007
25.6,71.95301
25.61,88.10573
25.62,74.88987
25.63,79.29515
25.64,79.29515
25.65,69.01615
25.66,74.88987
25.67,73.42144
25.68,93.97944
25.69,73.42144
25.7,76.3583
25.71,66.07929
25.72,83.70044
25.73,79.29515
25.74,70.48458
25.75,73.42144
25.76,83.70044
25.77,88.10573
25.78,82.23201
25.79,67.54772
25.8,57.268723
25.81,74.88987
25.82,71.95301
25.83,55.800293
25.84,63.142437
25.85,71.95301
25.86,60.20558
25.87,57.268723
25.88,54.331863
25.89,55.800293
25.9,64.61086
25.91,63.142437
25.92,66.07929
25.93,74.88987
25.94,63.142437
25.95,58.737152
25.96,77.82673
25.97,55.800293
25.98,83.70044
25.99,70.48458
26.0,58.737152
26.01,69.01615
26.02,70.48458
26.03,55.800293
26.04,66.07929
26.05,46.98972
26.06,66.07929
26.07,61.674007
26.08,88.10573
26.09,69.01615
26.1,67.54772
26.11,79.29515
26.12,55.800293
26.13,70.48458
26.14,69.01615
26.15,79.29515
26.16,69.01615
26.17,82.23201
26.18,77.82673
26.19,66.07929
26.2,71.95301
26.21,76.3583
26.22,92.51102
26.23,99.85316
26.24,79.29515
26.25,82.23201
26.26,88.10573
26.27,110.13216
26.28,120.41116
26.29,124.816444
26.3,140.96916
26.31,186.49045
26.32,236.41704
26.33,264.31717
26.34,312.77533
26.35,246.69603
26.36,183.5536
26.37,180.61674
26.38,198.23788
26.39,179.14832
26.4,218.79588
26.41,205.58003
26.42,179.14832
26.43,151.24817
26.44,118.94273
26.45,86.6373
26.46,88.10573
26.47,93.97944
26.48,70.48458
26.49,66.07929
26.5,76.3583
26.51,88.10573
26.52,69.01615
26.53,60.20558
26.54,63.142437
26.55,60.20558
26.56,51.395008
26.57,88.10573
26.58,64.61086
26.59,70.48458
26.6,61.674007
26.61,58.737152
26.62,74.88987
26.63,69.01615
26.64,55.800293
26.65,66.07929
26.66,48.45815
26.67,77.82673
26.68,70.48458
26.69,54.331863
26.7,51.395008
26.71,76.3583
26.72,70.48458
26.73,66.07929
26.74,61.674007
26.75,67.54772
26.76,51.395008
26.77,55.800293
26.78,66.07929
26.79,54.331863
26.8,48.45815
26.81,76.3583
26.82,61.674007
26.83,88.10573
26.84,70.48458
26.85,61.674007
26.86,69.01615
26.87,52.863438
26.88,70.48458
26.89,64.61086
26.9,76.3583
26.91,64.61086
26.92,61.674007
26.93,63.142437
26.94,66.07929
26.95,60.20558
26.96,51.395008
26.97,60.20558
26.98,54.331863
26.99,67.54772
27.0,73.42144
27.01,57.268723
27.02,82.23201
27.03,49.92658
27.04,63.142437
27.05,49.92658
27.06,66.07929
27.07,85.16887
27.08,73.42144
27.09,66.07929
27.1,70.48458
27.11,69.01615
27.12,86.6373
27.13,66.07929
27.14,70.48458
27.15,88.10573
27.16,91.04259
27.17,105.726875
27.18,113.069016
27.19,127.7533
27.2,151.24817
27.21,151.24817
27.22,201.17474
27.23,270.1909
27.24,295.15417
27.25,298.09103
27.26,286.3436
27.27,230.54332
27.28,182.08517
27.29,179.14832
27.3,198.23788
27.31,186.49045
27.32,198.23788
27.33,167.40088
27.34,161.52716
27.35,133.62701
27.36,102.790016
27.37,89.57416
27.38,96.9163
27.39,74.88987
27.4,71.95301
27.41,85.16887
27.42,71.95301
27.43,67.54772
27.44,76.3583
27.45,80.76358
27.46,46.98972
27.47,76.3583
27.48,73.42144
27.49,61.674007
27.5,77.82673
27.51,76.3583
27.52,74.88987
27.53,67.54772
27.54,69.01615
27.55,74.88987
27.56,64.61086
27.57,69.01615
27.58,58.737152
27.59,61.674007
27.6,61.674007
27.61,69.01615
27.62,64.61086
27.63,61.674007
27.64,57.268723
27.65,70.48458
27.66,60.20558
27.67,71.95301
27.68,54.331863
27.69,66.07929
27.7,82.23201
27.71,51.395008
27.72,69.01615
27.73,70.48458
27.74,63.142437
27.75,61.674007
27.76,66.07929
27.77,70.48458
27.78,79.29515
27.79,63.142437
27.8,67.54772
27.81,51.395008
27.82,64.61086
27.83,58.737152
27.84,61.674007
27.85,74.88987
27.86,92.51102
27.87,70.48458
27.88,58.737152
27.89,61.674007
27.9,60.20558
27.91,63.142437
27.92,54.331863
27.93,69.01615
27.94,70.48458
27.95,71.95301
27.96,52.863438
27.97,61.674007
27.98,61.674007
27.99,67.54772
28.0,52.863438
28.01,79.29515
28.02,64.61086
28.03,92.51102
28.04,73.42144
28.05,48.45815
28.06,58.737152
28.07,82.23201
28.08,73.42144
28.09,67.54772
28.1,66.07929
28.11,74.88987
28.12,58.737152
28.13,58.737152
28.14,55.800293
28.15,55.800293
28.16,63.142437
28.17,63.142437
28.18,41.116005
28.19,64.61086
28.2,67.54772
28.21,60.20558
28.22,76.3583
28.23,58.737152
28.24,64.61086
28.25,71.95301
28.26,60.20558
28.27,86.6373
28.28,66.07929
28.29,79.29515
28.3,73.42144
28.31,63.142437
28.32,85.16887
28.33,85.16887
28.34,61.674007
28.35,76.3583
28.36,95.44787
28.37,82.23201
28.38,82.23201
28.39,63.142437
28.4,88.10573
28.41,76.3583
28.42,79.29515
28.43,71.95301
28.44,104.258446
28.45,89.57416
28.46,91.04259
28.47,104.258446
28.48,108.66373
28.49,142.43759
28.5,162.99559
28.51,179.14832
28.52,186.49045
28.53,227.60646
28.54,337.73862
28.55,359.76505
28.56,417.03378
28.57,571.2188
28.58,558.0029
28.59,478.7078
28.6,374.44934
28.61,364.17035
28.62,327.45963
28.63,303.96475
28.64,301.0279
28.65,336.2702
28.66,303.96475
28.67,255.5066
28.68,201.17474
28.69,171.80617
28.7,121.879585
28.71,96.9163
28.72,143.90602
28.73,104.258446
28.74,96.9163
28.75,102.790016
28.76,110.13216
28.77,85.16887
28.78,76.3583
28.79,63.142437
28.8,91.04259
28.81,82.23201
28.82,79.29515
28.83,70.48458
28.84,85.16887
28.85,63.142437
28.86,74.88987
28.87,61.674007
28.88,80.76358
28.89,79.29515
28.9,74.88987
28.91,71.95301
28.92,63.142437
28.93,69.01615
28.94,69.01615
28.95,66.07929
28.96,86.6373
28.97,66.07929
28.98,82.23201
28.99,79.29515
29.0,69.01615
29.01,69.01615
29.02,63.142437
29.03,61.674007
29.04,80.76358
29.05,76.3583
29.06,85.16887
29.07,70.48458
29.08,60.20558
29.09,67.54772
29.1,74.88987
29.11,70.48458
29.12,63.142437
29.13,69.01615
29.14,69.01615
29.15,77.82673
29.16,58.737152
29.17,70.48458
29.18,70.48458
29.19,66.07929
29.2,83.70044
29.21,83.70044
29.22,57.268723
29.23,60.20558
29.24,85.16887
29.25,64.61086
29.26,73.42144
29.27,63.142437
29.28,76.3583
29.29,71.95301
29.3,73.42144
29.31,92.51102
29.32,73.42144
29.33,73.42144
29.34,76.3583
29.35,66.07929
29.36,58.737152
29.37,49.92658
29.38,70.48458
29.39,57.268723
29.4,58.737152
29.41,51.395008
29.42,63.142437
29.43,66.07929
29.44,55.800293
29.45,66.07929
29.46,71.95301
29.47,49.92658
29.48,67.54772
29.49,67.54772
29.5,69.01615
29.51,36.71072
29.52,70.48458
29.53,63.142437
29.54,82.23201
29.55,57.268723
29.56,57.268723
29.57,52.863438
29.58,58.737152
29.59,48.45815
29.6,55.800293
29.61,83.70044
29.62,77.82673
29.63,79.29515
29.64,85.16887
29.65,51.395008
29.66,61.674007
29.67,64.61086
29.68,73.42144
29.69,83.70044
29.7,55.800293
29.71,71.95301
29.72,58.737152
29.73,69.01615
29.74,70.48458
29.75,76.3583
29.76,61.674007
29.77,64.61086
29.78,64.61086
29.79,46.98972
29.8,64.61086
29.81,64.61086
29.82,63.142437
29.83,63.142437
29.84,57.268723
29.85,63.142437
29.86,71.95301
29.87,46.98972
29.88,49.92658
29.89,69.01615
29.9,71.95301
29.91,57.268723
29.92,67.54772
29.93,55.800293
29.94,49.92658
29.95,89.57416
29.96,55.800293
29.97,63.142437
29.98,67.54772
29.99,85.16887
30.0,54.331863
30.01,64.61086
30.02,76.3583
30.03,49.92658
30.04,49.92658
30.05,48.45815
30.06,74.88987
30.07,66.07929
30.08,66.07929
30.09,69.01615
30.1,77.82673
30.11,74.88987
30.12,66.07929
30.13,83.70044
30.14,67.54772
30.15,63.142437
30.16,48.45815
30.17,64.61086
30.18,58.737152
30.19,55.800293
30.2,61.674007
30.21,71.95301
30.22,83.70044
30.23,83.70044
30.24,77.82673
30.25,60.20558
30.26,86.6373
30.27,71.95301
30.28,80.76358
30.29,82.23201
30.3,111.600586
30.31,107.1953
30.32,124.816444
30.33,111.600586
30.34,152.7166
30.35,211.45375
30.36,218.79588
30.37,276.0646
30.38,273.12775
30.39,303.96475
30.4,232.01175
30.41,207.04846
30.42,168.86931
30.43,162.99559
30.44,187.95888
30.45,207.04846
30.46,170.33774
30.47,164.46402
30.48,139.50073
30.49,129.22173
30.5,108.66373
30.51,91.04259
30.52,71.95301
30.53,83.70044
30.54,88.10573
30.55,71.95301
30.56,79.29515
30.57,71.95301
30.58,76.3583
30.59,71.95301
30.6,64.61086
30.61,55.800293
30.62,55.800293
30.63,73.42144
30.64,66.07929
30.65,63.142437
30.66,51.395008
30.67,79.29515
30.68,63.142437
30.69,67.54772
30.7,70.48458
30.71,73.42144
30.72,64.61086
30.73,45.521294
30.74,60.20558
30.75,52.863438
30.76,60.20558
30.77,61.674007
30.78,64.61086
30.79,55.800293
30.8,80.76358
30.81,69.01615
30.82,49.92658
30.83,41.116005
30.84,66.07929
30.85,61.674007
30.86,80.76358
30.87,52.863438
30.88,71.95301
30.89,63.142437
30.9,63.142437
30.91,58.737152
30.92,49.92658
30.93,54.331863
30.94,51.395008
30.95,67.54772
30.96,67.54772
30.97,60.20558
30.98,46.98972
30.99,52.863438
31.0,74.88987
31.01,67.54772
31.02,46.98972
31.03,55.800293
31.04,69.01615
31.05,58.737152
31.06,69.01615
31.07,74.88987
31.08,69.01615
31.09,57.268723
31.1,52.863438
31.11,58.737152
31.12,67.54772
31.13,54.331863
31.14,73.42144
31.15,60.20558
31.16,60.20558
31.17,64.61086
31.18,77.82673
31.19,76.3583
31.2,67.54772
31.21,58.737152
31.22,44.052864
31.23,63.142437
31.24,63.142437
31.25,70.48458
31.26,49.92658
31.27,70.48458
31.28,55.800293
31.29,60.20558
31.3,52.863438
31.31,61.674007
31.32,57.268723
31.33,45.521294
31.34,49.92658
31.35,55.800293
31.36,57.268723
31.37,54.331863
31.38,67.54772
31.39,57.268723
31.4,52.863438
31.41,89.57416
31.42,48.45815
31.43,77.82673
31.44,36.71072
31.45,60.20558
31.46,55.800293
31.47,60.20558
31.48,58.737152
31.49,67.54772
31.5,64.61086
31.51,69.01615
31.52,55.800293
31.53,44.052864
31.54,49.92658
31.55,57.268723
31.56,67.54772
31.57,48.45815
31.58,69.01615
31.59,48.45815
31.6,58.737152
31.61,58.737152
31.62,79.29515
31.63,49.92658
31.64,74.88987
31.65,69.01615
31.66,64.61086
31.67,67.54772
31.68,66.07929
31.69,70.48458
31.7,58.737152
31.71,41.116005
31.72,46.98972
31.73,55.800293
31.74,54.331863
31.75,51.395008
31.76,55.800293
31.77,79.29515
31.78,91.04259
31.79,74.88987
31.8,51.395008
31.81,83.70044
31.82,74.88987
31.83,73.42144
31.84,83.70044
31.85,101.32159
31.86,140.96916
31.87,154.18503
31.88,180.61674
31.89,164.46402
31.9,173.2746
31.91,140.96916
31.92,140.96916
31.93,124.816444
31.94,111.600586
31.95,102.790016
31.96,145.37445
31.97,123.348015
31.98,116.005875
31.99,116.005875
32.0,110.13216
32.01,77.82673
32.02,79.29515
32.03,66.07929
32.04,73.42144
32.05,51.395008
32.06,71.95301
32.07,66.07929
32.08,95.44787
32.09,67.54772
32.1,67.54772
32.11,67.54772
32.12,76.3583
32.13,58.737152
32.14,54.331863
32.15,58.737152
32.16,63.142437
32.17,74.88987
32.18,70.48458
32.19,77.82673
32.2,55.800293
32.21,48.45815
32.22,82.23201
32.23,51.395008
32.24,83.70044
32.25,73.42144
32.26,63.142437
32.27,58.737152
32.28,73.42144
32.29,64.61086
32.3,67.54772
32.31,60.20558
32.32,57.268723
32.33,52.863438
32.34,74.88987
32.35,60.20558
32.36,51.395008
32.37,58.737152
32.38,54.331863
32.39,64.61086
32.4,51.395008
32.41,74.88987
32.42,63.142437
32.43,69.01615
32.44,55.800293
32.45,54.331863
32.46,64.61086
32.47,76.3583
32.48,51.395008
32.49,67.54772
32.5,63.142437
32.51,60.20558
32.52,46.98972
32.53,66.07929
32.54,55.800293
32.55,70.48458
32.56,57.268723
32.57,69.01615
32.58,85.16887
32.59,74.88987
32.6,57.268723
32.61,66.07929
32.62,66.07929
32.63,48.45815
32.64,71.95301
32.65,66.07929
32.66,63.142437
32.67,66.07929
32.68,67.54772
32.69,95.44787
32.7,60.20558
32.71,79.29515
32.72,80.76358
32.73,80.76358
32.74,102.790016
32.75,127.7533
32.76,123.348015
32.77,151.24817
32.78,164.46402
32.79,160.05873
32.8,211.45375
32.81,161.52716
32.82,123.348015
32.83,126.284874
32.84,105.726875
32.85,114.537445
32.86,117.474304
32.87,117.474304
32.88,114.537445
32.89,101.32159
32.9,121.879585
32.91,91.04259
32.92,108.66373
32.93,89.57416
32.94,114.537445
32.95,80.76358
32.96,93.97944
32.97,96.9163
32.98,88.10573
32.99,110.13216
33.0,105.726875
33.01,107.1953
33.02,151.24817
33.03,161.52716
33.04,242.29076
33.05,287.81204
33.06,353.89133
33.07,436.12335
33.08,468.42877
33.09,487.51834
33.1,378.8546
33.11,374.44934
33.12,237.88547
33.13,239.3539
33.14,236.41704
33.15,268.72247
33.16,298.09103
33.17,280.4699
33.18,264.31717
33.19,267.25403
33.2,126.284874
33.21,129.22173
33.22,129.22173
33.23,105.726875
33.24,98.38473
33.25,89.57416
33.26,79.29515
33.27,89.57416
33.28,96.9163
33.29,82.23201
33.3,69.01615
33.31,74.88987
33.32,64.61086
33.33,58.737152
33.34,98.38473
33.35,67.54772
33.36,58.737152
33.37,60.20558
33.38,57.268723
33.39,54.331863
33.4,66.07929
33.41,83.70044
33.42,54.331863
33.43,44.052864
33.44,45.521294
33.45,64.61086
33.46,74.88987
33.47,55.800293
33.48,71.95301
33.49,61.674007
33.5,77.82673
33.51,61.674007
33.52,58.737152
33.53,54.331863
33.54,69.01615
33.55,60.20558
33.56,80.76358
33.57,70.48458
33.58,73.42144
33.59,61.674007
33.6,45.521294
33.61,60.20558
33.62,86.6373
33.63,61.674007
33.64,74.88987
33.65,70.48458
33.66,64.61086
33.67,82.23201
33.68,55.800293
33.69,60.20558
33.7,52.863438
33.71,66.07929
33.72,63.142437
33.73,69.01615
33.74,58.737152
33.75,66.07929
33.76,71.95301
33.77,60.20558
33.78,69.01615
33.79,76.3583
33.8,58.737152
33.81,45.521294
33.82,48.45815
33.83,71.95301
33.84,57.268723
33.85,54.331863
33.86,49.92658
33.87,48.45815
33.88,69.01615
33.89,54.331863
33.9,54.331863
33.91,64.61086
33.92,67.54772
33.93,61.674007
33.94,54.331863
33.95,76.3583
33.96,66.07929
33.97,54.331863
33.98,69.01615
33.99,54.331863
34.0,55.800293
34.01,63.142437
34.02,67.54772
34.03,55.800293
34.04,60.20558
34.05,55.800293
34.06,71.95301
34.07,57.268723
34.08,63.142437
34.09,61.674007
34.1,57.268723
34.11,76.3583
34.12,58.737152
34.13,58.737152
34.14,70.48458
34.15,61.674007
34.16,54.331863
34.17,66.07929
34.18,58.737152
34.19,70.48458
34.2,61.674007
34.21,58.737152
34.22,52.863438
34.23,64.61086
34.24,64.61086
34.25,66.07929
34.26,73.42144
34.27,80.76358
34.28,61.674007
34.29,86.6373
34.3,70.48458
34.31,63.142437
34.32,58.737152
34.33,73.42144
34.34,73.42144
34.35,80.76358
34.36,70.48458
34.37,60.20558
34.38,49.92658
34.39,76.3583
34.4,74.88987
34.41,67.54772
34.42,58.737152
34.43,67.54772
34.44,91.04259
34.45,52.863438
34.46,64.61086
34.47,70.48458
34.48,80.76358
34.49,64.61086
34.5,83.70044
34.51,80.76358
34.52,102.790016
34.53,83.70044
34.54,91.04259
34.55,120.41116
34.56,129.22173
34.57,177.67989
34.58,192.36417
34.59,205.58003
34.6,234.94861
34.61,171.80617
34.62,162.99559
34.63,138.0323
34.64,132.15858
34.65,143.90602
34.66,138.0323
34.67,164.46402
34.68,127.7533
34.69,132.15858
34.7,135.09544
34.71,117.474304
34.72,83.70044
34.73,73.42144
34.74,64.61086
34.75,67.54772
34.76,66.07929
34.77,77.82673
34.78,79.29515
34.79,89.57416
34.8,69.01615
34.81,67.54772
34.82,71.95301
34.83,70.48458
34.84,61.674007
34.85,49.92658
34.86,71.95301
34.87,48.45815
34.88,55.800293
34.89,74.88987
34.9,63.142437
34.91,74.88987
34.92,71.95301
34.93,51.395008
34.94,55.800293
34.95,61.674007
34.96,73.42144
34.97,76.3583
34.98,44.052864
34.99,76.3583
35.0,82.23201
35.01,73.42144
35.02,79.29515
35.03,89.57416
35.04,82.23201
35.05,73.42144
35.06,79.29515
35.07,77.82673
35.08,79.29515
35.09,89.57416
35.1,77.82673
35.11,74.88987
35.12,93.97944
35.13,67.54772
35.14,69.01615
35.15,83.70044
35.16,66.07929
35.17,85.16887
35.18,70.48458
35.19,70.48458
35.2,66.07929
35.21,74.88987
35.22,64.61086
35.23,77.82673
35.24,71.95301
35.25,80.76358
35.26,105.726875
35.27,74.88987
35.28,95.44787
35.29,79.29515
35.3,79.29515
35.31,77.82673
35.32,99.85316
35.33,107.1953
35.34,133.62701
35.35,113.069016
35.36,145.37445
35.37,218.79588
35.38,236.41704
35.39,212.92218
35.4,202.64317
35.41,168.86931
35.42,121.879585
35.43,108.66373
35.44,133.62701
35.45,130.69016
35.46,171.80617
35.47,155.65346
35.48,135.09544
35.49,139.50073
35.5,99.85316
35.51,114.537445
35.52,79.29515
35.53,89.57416
35.54,80.76358
35.55,77.82673
35.56,76.3583
35.57,63.142437
35.58,77.82673
35.59,73.42144
35.6,85.16887
35.61,85.16887
35.62,66.07929
35.63,55.800293
35.64,74.88987
35.65,67.54772
35.66,66.07929
35.67,57.268723
35.68,74.88987
35.69,83.70044
35.7,66.07929
35.71,67.54772
35.72,69.01615
35.73,48.45815
35.74,69.01615
35.75,70.48458
35.76,76.3583
35.77,73.42144
35.78,89.57416
35.79,91.04259
35.8,58.737152
35.81,64.61086
35.82,79.29515
35.83,73.42144
35.84,54.331863
35.85,69.01615
35.86,61.674007
35.87,69.01615
35.88,91.04259
35.89,73.42144
35.9,54.331863
35.91,76.3583
35.92,73.42144
35.93,83.70044
35.94,80.76358
35.95,73.42144
35.96,58.737152
35.97,54.331863
35.98,66.07929
35.99,63.142437
36.0,58.737152
36.01,51.395008
36.02,63.142437
